3Lb1,27.58181818
2Jb1,145
2Ka2,7
4Oa2,10.78947368
4Fa2,8.666666667
2Mb1,48
4Kb1,12
3Cc1,120
1Aa1,64.25714286
2Lb1,97
1Oc1,15
1Ac1,42.26027397
4Ja1,20
4Ka1,10
2Jc5,4.25
3La2,47
2Nd1,77
4La5,28
4Kb5,10
3Ac1,37
4Bd1,48.33333333
3Ld1,5
3Na5,15.06666667
3Bc1,164.1527495
2Kc1,181
3Gd1,30.13333333
4Ja2,67
2Od1,32
4Kb2,45
4Na1,32.16129032
3Ob2,8.333333333
4La2,49
2Lc1,76
1Ob2,18
1Ha1,6.846153846
3Ja1,157.5952381
2La2,63
4Kc2,48.60655738
3Ka5,13
3Ld2,121
4Bb1,14
4Jb1,27
3Bb1,142.5851852
4Bc1,10
2Aa5,19.23076923
4Ka2,240.471875
1Bb1,89.1011236
3Ka1,127.888
3Cb1,96.01041667
2Kb1,184
4Kd1,36
3Id5,6
3Ka2,13
2Bc1,178.5617978
3Jc1,158
2Bb1,115.2363636
4Ja5,2
4Od2,12.33333333
2Ma2,72
2Cc1,125
4Jb2,40
3Ja2,215.3861386
4Ka5,12
2Nb1,67
1Ib1,16.63636364
3Md1,11
2Ed1,15.26666667
3Ic5,2.6
2Hb5,6.538461538
3Fc1,20.51219512
3Ib2,45
2Fd5,27.92592593
3Ja5,43
1Fb2,13
3Ad2,9
2Ob1,6
4La1,44
3Hc2,10.1
3Da1,66.02941176
2Gc2,24.85714286
3Bc2,6
